section,config,variant,mode,description,overall_end_time,diff,ratio,target_raw_diff_vs_reference,target_raw_ratio_vs_reference,cases,ratio_mean,ratio_min,ratio_max
summary_by_mode,,,compute_to_communication,,,,,,,8,0.19372177231484825,0.10451666984373874,0.2604231226342146
summary_by_mode,,,compute_to_compute,,,,,,,8,0.2646741746863314,0.1649504407757638,0.40295605173941534
summary_by_variant_mode,,START_26,between_compute_and_communication,,,,,,,1,0.24869431927254476,0.24869431927254476,0.24869431927254476
summary_by_variant_mode,,START_26,communication_to_communication,,,,,,,1,0.07415900765447253,0.07415900765447253,0.07415900765447253
summary_by_variant_mode,,START_26,communication_to_compute,,,,,,,1,0.1827723020518162,0.1827723020518162,0.1827723020518162
summary_by_variant_mode,,START_26,compute_to_communication,,,,,,,1,0.22085267704290001,0.22085267704290001,0.22085267704290001
summary_by_variant_mode,,START_26,compute_to_compute,,,,,,,1,0.1925130457393354,0.1925130457393354,0.1925130457393354
summary_by_variant_mode,,START_27,between_compute_and_communication,,,,,,,1,0.24869431927254476,0.24869431927254476,0.24869431927254476
summary_by_variant_mode,,START_27,communication_to_communication,,,,,,,1,0.07524923442004572,0.07524923442004572,0.07524923442004572
summary_by_variant_mode,,START_27,communication_to_compute,,,,,,,1,0.1831542121347843,0.1831542121347843,0.1831542121347843
summary_by_variant_mode,,START_27,compute_to_communication,,,,,,,1,0.22087734869944634,0.22087734869944634,0.22087734869944634
summary_by_variant_mode,,START_27,compute_to_compute,,,,,,,1,0.1930471308540203,0.1930471308540203,0.1930471308540203
summary_by_variant_mode,,START_3,between_compute_and_communication,,,,,,,1,0.14562437299637315,0.14562437299637315,0.14562437299637315
summary_by_variant_mode,,START_3,communication_to_communication,,,,,,,1,0.04731159375742242,0.04731159375742242,0.04731159375742242
summary_by_variant_mode,,START_3,communication_to_compute,,,,,,,1,0.02811404007057032,0.02811404007057032,0.02811404007057032
summary_by_variant_mode,,START_3,compute_to_communication,,,,,,,1,0.10920064897813503,0.10920064897813503,0.10920064897813503
summary_by_variant_mode,,START_3,compute_to_compute,,,,,,,1,0.1649504407757638,0.1649504407757638,0.1649504407757638
summary_by_variant_mode,,START_3_para,between_compute_and_communication,,,,,,,2,0.292173081965312,0.20421342482918706,0.3801327391014369
summary_by_variant_mode,,START_3_para,communication_to_communication,,,,,,,2,0.04759358298188929,0.0413417030449629,0.05384546291881567
summary_by_variant_mode,,START_3_para,communication_to_compute,,,,,,,2,0.15172263963948254,0.08221057155345829,0.2212347077255068
summary_by_variant_mode,,START_3_para,compute_to_communication,,,,,,,2,0.20804394477210592,0.15566476690999725,0.2604231226342146
summary_by_variant_mode,,START_3_para,compute_to_compute,,,,,,,2,0.34915872831124994,0.3126194729124297,0.38569798371007014
summary_by_variant_mode,,START_5,between_compute_and_communication,,,,,,,1,0.14010922273305604,0.14010922273305604,0.14010922273305604
summary_by_variant_mode,,START_5,communication_to_communication,,,,,,,1,0.048901819125561505,0.048901819125561505,0.048901819125561505
summary_by_variant_mode,,START_5,communication_to_compute,,,,,,,1,0.02292205483278529,0.02292205483278529,0.02292205483278529
summary_by_variant_mode,,START_5,compute_to_communication,,,,,,,1,0.10451666984373874,0.10451666984373874,0.10451666984373874
summary_by_variant_mode,,START_5,compute_to_compute,,,,,,,1,0.17789657795015154,0.17789657795015154,0.17789657795015154
summary_by_variant_mode,,START_5_para,between_compute_and_communication,,,,,,,2,0.3383389529290411,0.28040615307580036,0.3962717527822818
summary_by_variant_mode,,START_5_para,communication_to_communication,,,,,,,2,0.032861287757268653,0.02891004364333461,0.03681253187120269
summary_by_variant_mode,,START_5_para,communication_to_compute,,,,,,,2,0.17937055168637345,0.15843870286707176,0.20030240050567516
summary_by_variant_mode,,START_5_para,compute_to_communication,,,,,,,2,0.23911947220517699,0.2304171380075278,0.24782180640282617
summary_by_variant_mode,,START_5_para,compute_to_compute,,,,,,,2,0.34533437277444035,0.28771269380946535,0.40295605173941534
