dataset,config,start_variant,kind,perturb_mode,original_precision,e0_precision,e10_precision,e20_precision,e30_precision,e40_precision,e50_precision,e60_precision,e70_precision,e80_precision,e90_precision,e100_precision
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_27,communication,symmetric,0.9217231853131059,0.9217231853131059,0.96173878191537,0.9274903420919335,0.9880255778224312,0.9033993291087654,0.9508144051666599,0.9698791740958724,0.8936692675638926,0.7623681282580221,0.9964206986981524,0.8379337160609222
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_27,gpu,negative,0.9217231853131059,0.9217231853131059,0.9217215186992114,0.9217199749441891,0.9217183301769549,0.9217166940128281,0.9217171403809232,0.9217129802153536,0.9217116954656235,0.9217107427765007,0.921710000127061,0.9217105942919472
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_27,gpu,positive,0.9217231853131059,0.9217231853131059,0.9225151718770137,0.9234748923667646,0.9239886263158665,0.9257904737339827,0.9261634985454144,0.9281872002176778,0.9289952089242381,0.9300384681445314,0.9312524855813209,0.9328731959421959
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_2,START_27,gpu,symmetric,0.9217231853131059,0.9217231853131059,0.9220667695561218,0.9223267059869978,0.9227359855456891,0.9231482563932538,0.9235578133771052,0.9231847126366199,0.9242836950026828,0.9244095278844634,0.9247039625430304,0.9262388219062334
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,communication,negative,0.9258409923455275,0.9258409923455275,0.910147762450003,0.8336375790340439,0.7920950798118717,0.8156132076723732,0.779063844600783,0.7003683562556066,0.8382773628812231,0.6033778228399229,0.7951517373183595,0.6266263158235744
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,communication,positive,0.9258409923455275,0.9258409923455275,0.977269961834684,0.9925255188725411,0.9916174884739068,0.9103926217568764,0.7639872796083621,0.7636379689561299,0.6325280462479368,0.6001458438662592,0.6782434012908405,0.5783869277876854
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,communication,symmetric,0.9258409923455275,0.9258409923455275,0.965839938330524,0.9281411682649771,0.9924103801418297,0.9092030222024758,0.9497290794213771,0.9697429355933777,0.8807132014013228,0.7786108610689797,0.9937155046187895,0.8400775751568048
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,gpu,negative,0.9258409923455275,0.9258409923455275,0.9258395454042357,0.92583817598258,0.9258367767044654,0.925835358109312,0.9258356367203213,0.9258321712765252,0.9258308037057287,0.9258299666479091,0.9258294632306874,0.9258298496922227
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,gpu,positive,0.9258409923455275,0.9258409923455275,0.926686337617154,0.927669676227162,0.9281882511899455,0.9300360086955384,0.9304990755916022,0.9324288971397428,0.9332190173079018,0.9342049167746259,0.9355141197870993,0.9373439340109913
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_26,gpu,symmetric,0.9258409923455275,0.9258409923455275,0.926162763589896,0.9264402293771145,0.9269343682004375,0.927341884799903,0.9277063623834824,0.9275475854883451,0.9284305578610812,0.9285114221790741,0.9289156907659519,0.9309168608457853
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,communication,negative,0.9247507655799543,0.9247507655799543,0.9090575356844298,0.8332309972945293,0.7910048530462989,0.8145229809068003,0.7822705589717532,0.6999617745160921,0.8371871361156503,0.6026292962498413,0.7983584516893295,0.6301886814069542
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,communication,positive,0.9247507655799543,0.9247507655799543,0.9761797350691113,0.9936157456381143,0.9906986854659415,0.9114828485224493,0.765077506373935,0.7647281957217029,0.6336182730135098,0.6005524256057735,0.6750366869198696,0.5752336825400537
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,communication,symmetric,0.9247507655799543,0.9247507655799543,0.9647497115649513,0.9270509414994038,0.9913201533762565,0.9081127954369027,0.9465223650504068,0.9706617386013434,0.8818034281668955,0.7754576158213479,0.9972384388659213,0.8408261017468863
moe_balance,use_data/MODEL_8x7b-TP_1-PP_8-EP_8-SP_0-OPTIM_no_shard-RECOMPUTE_0-OVERLAP_GR_0-EXPERT_NUM_8-ETP_1-MICRO_BATCH_SIZE_4-GLOBAL_BATCH_64-MOE_BALANCE_3,START_27,gpu,negative,0.9247507655799543,0.9247507655799543,0.9247495651842863,0.9247483580534549,0.9247470529124044,0.9247456361383136,0.9247460166708114,0.924742413113391,0.9247412757581984,0.9247404393248893,0.9247398886482058,0.9247402977125251
